txn_year,MCC,total_spending,txn_count,avg_per_txn,grid_col,grid_row
1995,5719,4569.69,87,52.5251724137931,3,169
2016,5719,177148.89,3301,53.66521963041503,4,169
2018,5719,191068.65,3567,53.56564339781329,5,169
1991,5719,364.48,8,45.56,6,169
1999,5719,14683.11,299,49.10739130434783,7,169
2009,5719,166051.5,3076,53.982932379713915,8,169
1996,5719,5708.49,116,49.21112068965517,9,169
2004,5719,73332.29,1386,52.90930014430014,0,170
2010,5719,162829.34,3097,52.57647400710365,1,170
1998,5719,11704.53,234,50.01935897435898,2,170
2017,5719,188472.1,3512,53.665176537585424,3,170
1994,5719,3215.29,68,47.28367647058823,4,170
1997,5719,7952.83,164,48.492865853658536,5,170
2020,5719,34286.58,640,53.572781250000006,6,170
1992,5719,1315.17,23,57.18130434782609,7,170
2006,5719,112309.66,2153,52.16426381792847,8,170
2002,5719,41995.0,787,53.360864040660736,9,170
2013,5719,181353.52,3370,53.81410089020771,0,171
2019,5719,195126.24,3598,54.23186214563646,1,171
2000,5719,25672.37,458,56.0532096069869,2,171
2014,5719,184168.43,3454,53.32033294730747,3,171
2015,5719,185367.26,3411,54.34396364702434,4,171
2008,5719,136413.84,2633,51.809282187618685,5,171
2012,5719,179259.22,3340,53.6704251497006,6,171
2011,5719,187530.54,3461,54.183917942791105,7,171
1993,5719,1780.29,37,48.115945945945946,8,171
2001,5719,31652.82,624,50.72567307692308,9,171
2005,5719,90953.03,1770,51.38589265536723,0,172
2011,5722,9553.699999999999,21,454.9380952380952,1,172
2020,5722,1616.78,3,538.9266666666666,2,172
2003,5722,3862.0299999999997,12,321.8358333333333,3,172
2004,5722,1918.44,5,383.688,4,172
2002,5722,3444.58,8,430.5725,5,172
2017,5722,11076.63,24,461.52624999999995,6,172
2019,5722,6059.01,15,403.934,7,172
2008,5722,9334.22,20,466.71099999999996,8,172
2012,5722,9831.83,21,468.1823809523809,9,172
2013,5722,10129.44,21,482.35428571428577,0,173
2018,5722,9573.56,23,416.2417391304348,1,173
2001,5722,861.19,3,287.06333333333333,2,173
2010,5722,7192.39,19,378.5468421052632,3,173
2009,5722,12125.39,24,505.2245833333333,4,173
1997,5722,161.03,1,161.03,5,173
2015,5722,5475.58,11,497.78,6,173
2014,5722,10610.5,24,442.1041666666667,7,173
2006,5722,2483.7599999999998,5,496.75199999999995,8,173
2005,5722,3664.23,11,333.1118181818182,9,173
2007,5722,9530.43,18,529.4683333333334,0,174
1999,5722,968.48,2,484.24,1,174
1996,5722,301.29,2,150.645,2,174
2016,5722,15940.939999999999,30,531.3646666666666,3,174
2000,5722,895.01,3,298.33666666666664,4,174
2019,5732,31541.76,221,142.7228959276018,5,174
2012,5732,31827.7,204,156.01813725490197,6,174
2015,5732,44417.83,230,193.121,7,174
1993,5732,1272.53,3,424.1766666666667,8,174
1998,5732,2302.16,9,255.79555555555555,9,174
2010,5732,27418.32,195,140.60676923076923,0,175
2003,5732,9469.32,63,150.30666666666667,1,175
2016,5732,31815.55,201,158.2863184079602,2,175
2000,5732,2149.35,17,126.43235294117646,3,175
2014,5732,39945.18,233,171.43854077253218,4,175
2004,5732,10467.16,72,145.37722222222223,5,175
2002,5732,4520.24,31,145.8141935483871,6,175
2013,5732,29573.06,222,133.21198198198198,7,175
1991,5732,330.76,1,330.76,8,175
2011,5732,28924.16,191,151.43539267015706,9,175
1996,5732,59.84,1,59.84,0,176
1997,5732,851.0,8,106.375,1,176
1999,5732,1150.34,12,95.86166666666666,2,176
2001,5732,6929.089999999999,28,247.46749999999997,3,176
2017,5732,38695.33,240,161.23054166666668,4,176
1995,5732,384.12,1,384.12,5,176
2020,5732,5096.43,42,121.34357142857144,6,176
2005,5732,12555.74,109,115.1902752293578,7,176
1994,5732,65.31,1,65.31,8,176
2018,5732,39449.25,231,170.77597402597402,9,176
2007,5732,19743.95,150,131.62633333333335,0,177
2006,5732,14134.11,118,119.78059322033899,1,177
2009,5732,29950.8,179,167.32290502793296,2,177
2008,5732,28277.8,193,146.51709844559585,3,177
1991,5733,1122.29,1,1122.29,4,177
2008,5733,1905.92,7,272.2742857142857,5,177
2017,5733,6597.77,10,659.777,6,177
2001,5733,657.66,1,657.66,7,177
2009,5733,6472.17,10,647.217,8,177
2010,5733,9399.98,14,671.4271428571428,9,177
2014,5733,8398.28,14,599.8771428571429,0,178
2011,5733,10256.21,18,569.7894444444444,1,178
2019,5733,9850.8,16,615.675,2,178
2020,5733,771.86,2,385.93,3,178
2006,5733,4217.09,10,421.709,4,178
2007,5733,11006.58,10,1100.658,5,178
1999,5733,1785.84,2,892.92,6,178
2002,5733,1306.99,3,435.66333333333336,7,178
2000,5733,31.47,1,31.47,8,178
2003,5733,1574.82,2,787.41,9,178
2016,5733,13819.82,20,690.991,0,179
2012,5733,5591.28,10,559.1279999999999,1,179
2015,5733,13060.0,16,816.25,2,179
2005,5733,2972.67,5,594.534,3,179
2004,5733,5867.24,5,1173.4479999999999,4,179
2013,5733,7156.83,12,596.4025,5,179
1998,5733,957.74,1,957.74,6,179
2018,5733,6664.58,12,555.3816666666667,7,179
2018,5812,1026671.43,34647,29.632332669495195,8,179
2010,5812,915081.13,29893,30.61188672933463,9,179
2015,5812,1023149.41,33362,30.668107727354474,0,180
2014,5812,1014580.02,33218,30.543079655608405,1,180
1993,5812,3152.86,185,17.04248648648649,2,180
2002,5812,243880.8,8000,30.4851,3,180
2016,5812,983169.36,33105,29.698515632079747,4,180
2011,5812,977223.24,31644,30.88178612059158,5,180
2000,5812,119060.64,3784,31.464228329809725,6,180
2006,5812,573835.32,19113,30.023299325066706,7,180
2007,5812,665928.05,22087,30.15022637750713,8,180
2003,5812,319376.59,10390,30.73884408084697,9,180
2020,5812,208544.79,6874,30.33820046552226,0,181
1999,5812,86993.4,2796,31.113519313304717,1,181
1992,5812,2218.49,176,12.605056818181817,2,181
1995,5812,7440.05,353,21.076628895184136,3,181
1991,5812,1149.5,73,15.746575342465754,4,181
2005,5812,496239.29,16106,30.810833850738852,5,181
2009,5812,823902.26,27365,30.107884524027043,6,181
1994,5812,4075.53,263,15.496311787072244,7,181
2017,5812,1028013.15,34255,30.010601372062474,8,181
2019,5812,1002815.12,34123,29.38824605105061,9,181
2004,5812,395335.5,13000,30.410423076923077,0,182
1996,5812,12568.39,546,23.019029304029303,1,182
1997,5812,31883.46,1134,28.115925925925925,2,182
1998,5812,52536.71,1944,27.02505658436214,3,182
2013,5812,1024921.56,32733,31.311568142241775,4,182
2008,5812,741359.55,24962,29.699525278423206,5,182
2001,5812,189747.21,5941,31.938597879144925,6,182
2012,5812,998590.18,32238,30.975562379800238,7,182
2007,5813,152591.3,5777,26.413588367664875,8,182
2009,5813,179602.78,6474,27.742165585418597,9,182
2008,5813,178416.08,6434,27.730195834628535,0,183
2012,5813,203857.81,7036,28.97353752131893,1,183
2005,5813,100435.69,3836,26.18240093847758,2,183
2000,5813,33516.28,1117,30.00562220232766,3,183
1999,5813,20311.42,691,29.394240231548476,4,183
1996,5813,4545.0,228,19.93421052631579,5,183
2006,5813,130149.82,5033,25.859292668388637,6,183
1991,5813,692.2,18,38.455555555555556,7,183
2018,5813,230166.82,8082,28.478943330858698,8,183
1998,5813,10522.91,444,23.70024774774775,9,183
2020,5813,53635.06,1706,31.43907385697538,0,184
1995,5813,1215.72,34,35.756470588235295,1,184
2016,5813,229758.82,8039,28.580522453041425,2,184
2011,5813,199325.94,6904,28.871080533024333,3,184
2004,5813,79627.11,3026,26.314312623925975,4,184
2015,5813,226772.0,7909,28.67265140978632,5,184
2017,5813,230134.91,8122,28.334758680128047,6,184
2010,5813,202439.15,7006,28.89511133314302,7,184
2001,5813,40076.91,1357,29.53346352247605,8,184
2002,5813,47973.87,1807,26.54890426120642,9,184
2019,5813,244571.42,8566,28.551414896100866,0,185
1994,5813,1079.4,30,35.980000000000004,1,185
1997,5813,8689.92,348,24.971034482758622,2,185
2013,5813,220003.39,7611,28.90597687557483,3,185
2003,5813,65962.17,2505,26.33220359281437,4,185
1993,5813,955.9300000000001,23,41.56217391304348,5,185
2014,5813,227809.8,7796,29.221369933299126,6,185
1992,5813,978.13,23,42.52739130434782,7,185
2000,5814,61823.14,1951,31.687924141465913,8,185
2018,5814,506572.7,17278,29.31894316471814,9,185
2002,5814,120640.19,3985,30.273573400250942,0,186
2015,5814,501743.37,16615,30.198216671682214,1,186
1991,5814,490.7,30,16.356666666666666,2,186
2003,5814,162340.28,5336,30.423590704647676,3,186
1994,5814,2331.96,138,16.898260869565217,4,186
2020,5814,102629.7,3428,29.93865227537923,5,186
2009,5814,415235.49,13706,30.295891580329783,6,186
1992,5814,932.08,81,11.507160493827161,7,186
2004,5814,198038.5,6403,30.92901764797751,8,186
1997,5814,15737.45,539,29.197495361781076,9,186
2010,5814,460446.38,14915,30.871363057324842,0,187
2001,5814,91049.6,2978,30.57407656145064,1,187
2017,5814,516126.44,17352,29.7444928538497,2,187
2014,5814,501489.6,16487,30.417274216049005,3,187
1993,5814,1420.78,95,14.955578947368421,4,187
2019,5814,508845.62,17237,29.520544178221268,5,187
2016,5814,491455.38,16572,29.65576755973932,6,187
1996,5814,6887.7,303,22.73168316831683,7,187
2011,5814,489661.9,16013,30.57902329357397,8,187
2006,5814,288866.17,9805,29.461108618052013,9,187
2005,5814,248053.95,8167,30.372713358638425,0,188
1995,5814,4130.57,179,23.07581005586592,1,188
2007,5814,335677.99,11066,30.334175853967107,2,188
2013,5814,503445.81,16140,31.19242936802974,3,188
1999,5814,39660.53,1312,30.229062499999998,4,188
2008,5814,375162.01,12475,30.073107014028057,5,188
2012,5814,496864.76,16023,31.00947138488423,6,188
1998,5814,27921.56,971,28.75546858908342,7,188
2005,5816,1443.29,9,160.36555555555555,8,188
1997,5816,262.64,1,262.64,9,188
2011,5816,1965.22,7,280.7457142857143,0,189
2001,5816,1126.07,6,187.6783333333333,1,189
2000,5816,737.63,5,147.526,2,189
2002,5816,1204.8600000000001,6,200.81000000000003,3,189
2008,5816,3120.95,15,208.06333333333333,4,189
1999,5816,1104.0,4,276.0,5,189
2004,5816,1941.42,8,242.6775,6,189
2012,5816,635.23,2,317.615,7,189
2006,5816,2660.78,12,221.73166666666668,8,189
2007,5816,2576.54,13,198.19538461538463,9,189
1996,5816,334.9,1,334.9,0,190
2003,5816,1580.87,8,197.60875,1,190
2009,5816,1912.43,13,147.11,2,190
1995,5816,454.97999999999996,2,227.48999999999998,3,190
2010,5816,345.78,4,86.445,4,190
2014,5912,1630435.78,30634,53.223078279036365,5,190
2017,5912,1708015.4,31729,53.83136562765924,6,190
1993,5912,6444.96,113,57.03504424778761,7,190
2011,5912,1596073.71,29947,53.296614352021905,8,190
2013,5912,1650169.51,30938,53.33795041696296,9,190
2016,5912,1695229.94,31509,53.80145164873528,0,191
2006,5912,935347.91,18502,50.553881202032215,1,191
2001,5912,241956.69,5372,45.04033693224125,2,191
2010,5912,1513486.98,28500,53.104806315789475,3,191
2019,5912,1733383.51,32156,53.90544564000498,4,191
1998,5912,63572.27,1312,48.45447408536585,5,191
1996,5912,28381.95,570,49.79289473684211,6,191
2007,5912,1042698.54,20988,49.6807004002287,7,191
2009,5912,1339469.81,26020,51.4784707916987,8,191
1992,5912,3695.55,66,55.993181818181824,9,191
2003,5912,448820.58,9432,47.58487913486005,0,192
1995,5912,23786.8,482,49.35020746887967,1,192
2018,5912,1721953.62,31847,54.069570760197195,2,192
2004,5912,573153.58,12061,47.52123207030926,3,192
2002,5912,340589.47,7223,47.15346393465319,4,192
2005,5912,754566.62,15446,48.851911174414084,5,192
1997,5912,39992.35,785,50.94566878980891,6,192
1991,5912,1654.43,18,91.91277777777778,7,192
2020,5912,325918.93,6097,53.455622437264225,8,192
1994,5912,15711.14,312,50.35621794871795,9,192
2008,5912,1203188.89,23892,50.359488113175956,0,193
2015,5912,1646300.7,30882,53.309393821643674,1,193
1999,5912,86812.44,1857,46.74875605815832,2,193
2000,5912,151070.63,3237,46.669950571516836,3,193
2012,5912,1580880.24,29710,53.210374957926625,4,193
2009,5921,38411.24,3686,10.420846446011936,5,193
2019,5921,44707.07,4241,10.54163404857345,6,193
2006,5921,28171.44,2639,10.675043577112541,7,193
1995,5921,1379.71,106,13.016132075471699,8,193
2013,5921,45253.99,4192,10.795322041984733,9,193
2005,5921,20140.2,1975,10.197569620253164,0,194
1998,5921,2653.86,206,12.882815533980583,1,194
2004,5921,17506.46,1651,10.603549364021804,2,194
1994,5921,470.48,30,15.682666666666668,3,194
2007,5921,30616.69,2823,10.84544456252214,4,194
2020,5921,9008.96,827,10.893542926239418,5,194
1992,5921,6.06,1,6.06,6,194
1997,5921,2232.61,166,13.449457831325303,7,194
2000,5921,4885.41,411,11.886642335766423,8,194
2012,5921,43418.05,4115,10.551166464155529,9,194
1999,5921,3443.17,282,12.209822695035461,0,195
2010,5921,40693.08,3829,10.627599895534082,1,195
2002,5921,9483.93,883,10.740577576443942,2,195
2014,5921,46087.71,4250,10.84416705882353,3,195
2008,5921,35678.29,3334,10.701346730653869,4,195
1996,5921,2044.56,145,14.100413793103447,5,195
2016,5921,47036.27,4343,10.830363803822243,6,195
2015,5921,46984.0,4371,10.749027682452528,7,195
2011,5921,42309.43,4043,10.464860252287906,8,195
2001,5921,6986.14,655,10.665862595419847,9,195
2017,5921,45518.3,4306,10.570901068276823,0,196
1993,5921,68.57000000000001,7,9.795714285714286,1,196
2018,5921,45156.4,4254,10.615044663845792,2,196
2003,5921,13780.7,1264,10.90245253164557,3,196
1993,5932,248.49,1,248.49,4,196
2002,5932,12362.58,84,147.17357142857142,5,196
2019,5932,61663.0,340,181.36176470588236,6,196
2008,5932,41636.51,227,183.42074889867843,7,196
2018,5932,60204.55,323,186.39179566563467,8,196
2001,5932,13890.6,70,198.43714285714287,9,196
1997,5932,5416.04,26,208.30923076923077,0,197
2012,5932,51574.19,299,172.4889297658863,1,197
2003,5932,14327.58,102,140.4664705882353,2,197
1999,5932,7375.32,42,175.60285714285715,3,197
2015,5932,65047.44,336,193.59357142857144,4,197
2007,5932,36913.27,227,162.61352422907487,5,197
1996,5932,3574.56,17,210.26823529411763,6,197
2016,5932,56451.89,290,194.6616896551724,7,197
2000,5932,7700.73,52,148.09096153846153,8,197
2017,5932,51261.39,289,177.37505190311418,9,197
2010,5932,47549.48,264,180.11166666666668,0,198
2014,5932,59966.99,318,188.57544025157233,1,198
1991,5932,502.26,2,251.13,2,198
2011,5932,54654.33,307,178.0271335504886,3,198
2009,5932,38435.42,247,155.608987854251,4,198
2020,5932,8258.0,55,150.14545454545456,5,198
2005,5932,24404.95,158,154.4617088607595,6,198
1994,5932,1705.5,11,155.04545454545453,7,198
1992,5932,982.58,1,982.58,8,198
2013,5932,63915.05,322,198.4939440993789,9,198
1998,5932,6918.89,38,182.07605263157896,0,199
2006,5932,33014.25,212,155.72759433962264,1,199
1995,5932,2491.67,15,166.11133333333333,2,199
2004,5932,19760.76,134,147.4683582089552,3,199
2018,5941,1847.42,38,48.61631578947369,4,199
2004,5941,635.94,13,48.91846153846154,5,199
2009,5941,1507.26,31,48.62129032258064,6,199
2010,5941,1185.5,28,42.339285714285715,7,199
2012,5941,2173.66,46,47.253478260869564,8,199
1998,5941,2.66,1,2.66,9,199
2006,5941,541.84,13,41.68,0,200
2016,5941,2350.03,51,46.07901960784314,1,200
2008,5941,2089.63,42,49.75309523809524,2,200
2020,5941,487.39,11,44.308181818181815,3,200
2017,5941,2191.43,47,46.626170212765956,4,200
2001,5941,54.79,2,27.395,5,200
2014,5941,2284.89,48,47.601875,6,200
2019,5941,1827.85,36,50.77361111111111,7,200
2000,5941,131.19,4,32.7975,8,200
2011,5941,1797.33,40,44.93325,9,200
2002,5941,322.08,7,46.01142857142857,0,201
2007,5941,1229.85,28,43.92321428571428,1,201
2015,5941,1130.8700000000001,26,43.495000000000005,2,201
2003,5941,489.04,10,48.904,3,201
2005,5941,592.25,11,53.84090909090909,4,201
2013,5941,1528.84,34,44.96588235294117,5,201
2013,5942,174299.05,7882,22.113556204009132,6,201
1995,5942,4606.41,121,38.0695041322314,7,201
1992,5942,1505.47,48,31.363958333333333,8,201
2005,5942,92857.45,4241,21.89517802405093,9,201
2012,5942,175934.93,7885,22.312610019023463,0,202
2019,5942,189158.75,8624,21.933992346938776,1,202
1998,5942,10908.09,464,23.508814655172415,2,202
1991,5942,123.06,4,30.765,3,202
2000,5942,22289.39,999,22.3117017017017,4,202
2017,5942,183510.15,8557,21.445617622998714,5,202
2001,5942,32231.08,1610,20.01930434782609,6,202
2014,5942,179303.81,8075,22.204806191950464,7,202
2016,5942,175430.71,8127,21.58615848406546,8,202
2008,5942,135377.15,6174,21.92697602850664,9,202
1997,5942,6625.0,263,25.190114068441066,0,203
2007,5942,117774.88,5463,21.55864543291232,1,203
1999,5942,12775.88,596,21.436040268456374,2,203
2015,5942,175460.34,7996,21.943514257128562,3,203
2006,5942,105929.88,4891,21.65812308321407,4,203
1993,5942,1125.15,36,31.25416666666667,5,203
2002,5942,40371.46,1971,20.482729578893963,6,203
2009,5942,154408.93,6894,22.397581955323467,7,203
2010,5942,163689.8,7389,22.153173636486667,8,203
2011,5942,174313.63,7848,22.211216870540266,9,203
2018,5942,183648.35,8482,21.65153855222825,0,204
2020,5942,32737.76,1594,20.538117942283563,1,204
2003,5942,53007.53,2610,20.30939846743295,2,204
1994,5942,3545.77,104,34.09394230769231,3,204
2004,5942,71850.41,3391,21.188560896490714,4,204
1996,5942,4396.64,120,36.63866666666667,5,204
2008,5947,604.16,59,10.24,6,204
2015,5947,798.1800000000001,69,11.567826086956522,7,204
2013,5947,903.8000000000001,65,13.904615384615386,8,204
2009,5947,659.98,48,13.749583333333334,9,204
2016,5947,1124.98,88,12.783863636363636,0,205
1996,5947,16.61,2,8.305,1,205
2018,5947,884.59,70,12.637,2,205
1993,5947,3.27,1,3.27,3,205
2002,5947,117.18,12,9.765,4,205
2019,5947,782.05,74,10.568243243243243,5,205
1999,5947,71.48,8,8.935,6,205
2001,5947,159.07,16,9.941875,7,205
2017,5947,1027.07,82,12.525243902439023,8,205
2006,5947,485.91,45,10.798,9,205
2003,5947,255.21,24,10.633750000000001,0,206
2020,5947,233.15,19,12.271052631578948,1,206
2007,5947,572.12,51,11.218039215686275,2,206
2005,5947,353.1,28,12.610714285714286,3,206
2004,5947,352.03,34,10.353823529411764,4,206
2012,5947,1010.65,80,12.633125,5,206
1998,5947,50.14,6,8.356666666666667,6,206
2000,5947,55.1,4,13.775,7,206
1995,5947,6.13,1,6.13,8,206
2011,5947,849.42,69,12.310434782608695,9,206
1997,5947,16.1,2,8.05,0,207
2010,5947,694.38,50,13.887599999999999,1,207
2014,5947,796.88,63,12.648888888888889,2,207
1991,5970,62.81,1,62.81,3,207
2020,5970,20729.01,491,42.21794297352342,4,207
1999,5970,11522.19,264,43.644659090909094,5,207
2001,5970,22640.72,515,43.96256310679612,6,207
1993,5970,1344.82,31,43.38129032258065,7,207
1994,5970,3940.38,84,46.909285714285716,8,207
2010,5970,108466.3,2422,44.78377374071016,9,207
2012,5970,110986.67,2439,45.5049897498975,0,208
2013,5970,111159.97,2429,45.763676410045285,1,208
1996,5970,3839.54,89,43.14089887640449,2,208
2009,5970,98277.8,2201,44.65143116765107,3,208
2008,5970,91643.19,2044,44.83522015655577,4,208
2003,5970,36937.55,812,45.489593596059116,5,208
2016,5970,113710.23,2643,43.02316685584563,6,208
2004,5970,46912.29,1050,44.67837142857143,7,208
2007,5970,86000.76,1892,45.45494714587738,8,208
2000,5970,19446.56,429,45.3299766899767,9,208
1998,5970,7624.38,174,43.818275862068965,0,209
2011,5970,108304.33,2432,44.53303042763158,1,209
2018,5970,119590.19,2655,45.04338606403013,2,209
1997,5970,4739.59,107,44.29523364485981,3,209
2014,5970,115944.18,2584,44.8700386996904,4,209
2002,5970,28065.75,627,44.76196172248804,5,209
2019,5970,126924.46,2794,45.42750894774517,6,209
1995,5970,3449.1,80,43.113749999999996,7,209
1992,5970,770.67,15,51.378,8,209
2017,5970,116626.39,2614,44.61606350420811,9,209
2006,5970,71774.1,1607,44.663410080896085,0,210
2005,5970,61570.33,1350,45.607651851851855,1,210
2015,5970,116665.22,2591,45.02710150521035,2,210
2005,5977,1223.08,128,9.5553125,3,210
2016,5977,2545.57,242,10.518884297520662,4,210
2008,5977,1733.46,171,10.13719298245614,5,210
1999,5977,293.42,23,12.757391304347827,6,210
2003,5977,736.21,71,10.369154929577466,7,210
1991,5977,2.08,1,2.08,8,210
2017,5977,2328.82,221,10.53764705882353,9,210
2015,5977,2244.75,214,10.48948598130841,0,211
2007,5977,1586.01,152,10.434276315789473,1,211
2000,5977,419.8,35,11.994285714285715,2,211
2011,5977,2587.34,240,10.780583333333334,3,211
1997,5977,35.2,3,11.733333333333334,4,211
2014,5977,2791.21,256,10.9031640625,5,211
1994,5977,58.94,5,11.788,6,211
2013,5977,2367.15,223,10.615022421524664,7,211
2019,5977,2433.42,239,10.181673640167364,8,211
1996,5977,40.65,4,10.1625,9,211
2010,5977,2533.52,228,11.111929824561404,0,212
2009,5977,1849.22,188,9.836276595744682,1,212
2020,5977,613.35,58,10.575000000000001,2,212
2001,5977,592.0,60,9.866666666666667,3,212
1998,5977,179.16,15,11.943999999999999,4,212
1995,5977,20.13,2,10.065,5,212
2004,5977,1003.13,106,9.463490566037736,6,212
2018,5977,2438.5,237,10.289029535864978,7,212
2006,5977,1313.16,129,10.179534883720931,8,212
2002,5977,497.59,53,9.388490566037735,9,212
2012,5977,2546.12,236,10.788644067796609,0,213
2003,6300,95160.19,367,259.29207084468663,1,213
2015,6300,353061.49,1487,237.43207128446537,2,213
2007,6300,220083.26,970,226.8899587628866,3,213
1999,6300,27060.31,126,214.7643650793651,4,213
2001,6300,59472.87,228,260.8459210526316,5,213
2020,6300,81753.61,306,267.16866013071893,6,213
2017,6300,363215.19,1473,246.58193482688392,7,213
2002,6300,67168.17,283,237.34335689045935,8,213
2006,6300,183722.92,779,235.8445699614891,9,213
2000,6300,41783.81,175,238.76462857142855,0,214
1998,6300,20347.23,85,239.37917647058822,1,214
1996,6300,4759.29,28,169.97464285714287,2,214
2019,6300,383401.82,1507,254.4139482415395,3,214
2018,6300,371143.96,1501,247.26446369087276,4,214
2009,6300,290202.32,1190,243.86749579831934,5,214
2010,6300,337540.65,1413,238.8822717622081,6,214
2014,6300,368140.59,1429,257.6211266620014,7,214
2012,6300,362902.69,1482,244.87360998650473,8,214
1995,6300,3520.88,18,195.60444444444445,9,214
1997,6300,6927.58,37,187.23189189189188,0,215
2008,6300,268598.22,1061,253.1557210179076,1,215
2016,6300,387908.79,1527,254.0332612966601,2,215
1994,6300,3849.44,22,174.97454545454545,3,215
2011,6300,345123.06,1439,239.83534398888116,4,215
2005,6300,148719.14,654,227.39929663608564,5,215
2013,6300,354453.63,1436,246.83400417827298,6,215
2004,6300,120359.32,479,251.27206680584553,7,215
2012,7011,144503.08,564,256.21113475177305,8,215
1994,7011,1356.54,6,226.09,9,215
1992,7011,959.34,4,239.835,0,216
2006,7011,82265.53,331,248.53634441087613,1,216
2017,7011,153675.16,597,257.4123283082077,2,216
1995,7011,1453.76,6,242.29333333333332,3,216
2019,7011,148185.81,576,257.26703125,4,216
2007,7011,93650.18,352,266.0516477272727,5,216
2004,7011,45568.78,182,250.37791208791208,6,216
1998,7011,3606.4100000000003,16,225.40062500000002,7,216
1997,7011,3657.35,16,228.584375,8,216
2000,7011,17673.11,71,248.91704225352115,9,216
2008,7011,101479.61,415,244.52918072289157,0,217
2018,7011,143356.54,559,256.451771019678,1,217
2014,7011,138718.13,548,253.13527372262774,2,217
2011,7011,142739.03,547,260.9488665447898,3,217
2015,7011,152320.42,586,259.932457337884,4,217
2016,7011,136559.38,534,255.72917602996256,5,217
2013,7011,137444.13,531,258.84016949152544,6,217
2003,7011,40134.86,166,241.77626506024097,7,217
2010,7011,133480.69,527,253.28404174573055,8,217
2002,7011,29616.62,113,262.09398230088493,9,217
2001,7011,22810.34,89,256.29595505617976,0,218
1993,7011,398.52,2,199.26,1,218
2009,7011,104454.56,401,260.48518703241893,2,218
2020,7011,26136.18,100,261.3618,3,218
2005,7011,62841.22,230,273.2226956521739,4,218
1999,7011,7216.42,31,232.78774193548387,5,218
1996,7011,2901.59,12,241.79916666666668,6,218
2013,7210,18776.08,985,19.062010152284266,7,218
2007,7210,15778.07,756,20.870462962962964,8,218
2000,7210,2346.34,126,18.62174603174603,9,218
1995,7210,757.37,40,18.93425,0,219
2009,7210,19430.63,980,19.827173469387755,1,219
1993,7210,132.63,7,18.947142857142858,2,219
1997,7210,738.59,48,15.387291666666668,3,219
1999,7210,1415.17,80,17.689625,4,219
2008,7210,18271.28,888,20.575765765765766,5,219
2010,7210,18958.69,957,19.810543364681294,6,219
2002,7210,5296.82,307,17.253485342019545,7,219
2014,7210,19425.14,1013,19.175853899308983,8,219
2012,7210,19252.29,1012,19.024001976284588,9,219
2016,7210,19981.43,1003,19.921665004985044,0,220
2005,7210,10116.29,558,18.129551971326165,1,220
1994,7210,240.75,12,20.0625,2,220
2018,7210,20998.83,1043,20.133106423777566,3,220
1998,7210,1156.83,74,15.632837837837837,4,220
1996,7210,1025.69,55,18.648909090909093,5,220
2003,7210,6594.15,367,17.967711171662124,6,220
2019,7210,19908.13,977,20.37679631525077,7,220
2004,7210,7487.24,419,17.869307875894986,8,220
2001,7210,3693.83,210,17.589666666666666,9,220
2011,7210,18839.26,991,19.010353178607467,0,221
2017,7210,19997.75,1020,19.60563725490196,1,221
2015,7210,19059.96,983,19.389582909460835,2,221
2020,7210,3778.74,185,20.42562162162162,3,221
2006,7210,13256.04,644,20.583913043478262,4,221
2017,7230,225706.69,4517,49.968273190170464,5,221
2001,7230,37332.74,722,51.707396121883654,6,221
2010,7230,189670.61,3821,49.638997644595655,7,221
2007,7230,142094.58,2924,48.59595759233925,8,221
1993,7230,2175.73,45,48.349555555555554,9,221
2015,7230,220100.99,4421,49.785340420719294,0,222
2008,7230,163384.74,3362,48.597483640690065,1,222
2012,7230,223612.47,4355,51.34614695752009,2,222
2011,7230,208920.26,4127,50.62279137387933,3,222
1997,7230,7952.04,166,47.90385542168675,4,222
2018,7230,227026.21,4502,50.42785650821857,5,222
1992,7230,2315.87,46,50.345,6,222
2004,7230,78938.72,1565,50.44007667731629,7,222
2002,7230,53533.84,1004,53.320557768924296,8,222
2020,7230,44184.86,877,50.3818244013683,9,222
1998,7230,11237.89,267,42.08947565543071,0,223
1999,7230,18902.28,355,53.245859154929576,1,223
1991,7230,807.98,10,80.798,2,223
2005,7230,106754.4,2149,49.67631456491391,3,223
2000,7230,23863.42,469,50.88149253731343,4,223
2016,7230,218858.89,4386,49.89942772457821,5,223
1996,7230,6285.98,128,49.10921875,6,223
2019,7230,216221.63,4342,49.79770382312299,7,223
1994,7230,3108.73,70,44.410428571428575,8,223
2009,7230,174478.75,3543,49.24604854642958,9,223
2013,7230,211379.43,4296,49.20377793296089,0,224
2003,7230,66861.39,1273,52.52269442262372,1,224
1995,7230,4362.75,86,50.729651162790695,2,224
2006,7230,126035.27,2544,49.54216588050315,3,224
2014,7230,218341.48,4262,51.2298169873299,4,224
2007,7276,29665.34,156,190.1624358974359,5,224
2016,7276,44130.76,235,187.7904680851064,6,224
2015,7276,47495.11,253,187.7277075098814,7,224
2009,7276,42989.24,219,196.29789954337897,8,224
2010,7276,43618.37,221,197.3681900452489,9,224
1997,7276,1627.52,9,180.83555555555554,0,225
2003,7276,14690.92,73,201.2454794520548,1,225
1999,7276,3135.78,19,165.04105263157896,2,225
2006,7276,22278.28,123,181.12422764227642,3,225
1998,7276,864.98,5,172.996,4,225
1996,7276,206.17,1,206.17,5,225
2004,7276,18775.69,95,197.63884210526314,6,225
